"SVM_LABEL","SVM_PROB","sentiment_nya","tweet"
"1",0.542300266392135,"Negative","Helped me get my account green all time Thanks SPY ES ADBE AMZN MSFT AAL ROKU BABA CRM GOOGL FB INTU MRVL ATVI TWTR ORCL LRCX AMD NVDA TSLA NDX QQQ AAPL BABA NFLX ROKU BA COST MCD WMT FB VIX ES DKNG ADBE TONJ"
"2",0.507186266185714,"Neutral","UpdateAlertswatchlist All are here in this discord groupkmembers  WYNN HOME KNDI MOBL CBAT NOW PYPL FB GLD TDOC AMD QQQ BLNK INTC NFLX BABA BTCX MU MOMO TSN FEYS CAKE SPAQ KODK QCOM DOW GOOGL DOW TDOC AAL"
"1",0.50215626885345,"Neutral","SPX SPY ESF DJI QQQ NDX FB AMZN AAPL MSFT NFLX GOOGL TSLA To stay updated with trading experts join here"
"2",0.502920845655596,"Neutral","Join the most profitable trading alerts chatroomSPX SPY AMZN AAPL AMD FB SHOP BYND NVDA GOOGL MSFT TSLA BA CMG INTC NFLX JPM BAC YM YMF NQ NQF ES ESF GC GLD QQQ WMT SQ TLT BABA BIDU ROKU RTYF RTY iwm VIX DIA"
"2",0.510751608876015,"Positive","SPX SPY AMZN AAPL AMD FB SHOP BYND NVDA GOOGL MSFT TSLA BA CMG INTC NFLX JPM BAC YMWas able to close it for a profit"
"1",0.522657762674124,"Negative","SNAP MU GE BA BAC SQ F GOOGL GPRO ACB JNUG ETHX SBUX ROKU INTC SHOP UBER CRON USO SPX IBOI DJIA BYND V NVAX TVIX TLRY PYPL DRYS NUGT PLUG XOM GLD UGA JPMGet instant updates and free trading analysis click here"
"1",0.563252649123948,"Negative","Look like legit traders include this chat and making profits FREE Check out nowLOMA dzsi lac voxx swbi yang bma cyd BBQ CRK CLPR UNFI GGAL GS LIVE EXPI ELP ARCO EGRX ORA NVTA AMWL VGR CFBAAPL MSFT AMZN GOOG GOOGL"
"1",0.502117258702542,"Neutral","Most winning trading chat For a limited time we are opening our trading chatroom to the public yang bma cyd BBQ CRK CLPR UNFI GGAL GS LIVE EXPI ELP ARCO EGRX ORA NVTA AMWL VGR CFB AAPL MSFT AMZN GOOG GOOGL BABA FB"
"2",0.56881668651475,"Positive","If you want to make real gains and make your own plays join us Today"
"1",0.50987659047646,"Neutral","MJNA MSFT IBM AMD WST COO ADSK INTU PYPL EA TSLA AMZN NFLX BA BKNG INTC JPM JNRR ELCR HPMM abbv ba crm cmg ge gm nflx wfc bac pep ko wmt tgt kr btc tst mcd snapgoogl uber orcl"
"1",0.509928966335276,"Neutral","Add TDOC TWST REGN EXAS RHHBY CDNA VRTX TAK UN NVS IOVA FATE INCY GOOGL IONS ACCD CSTL BMY VEEV BLI SDGR BEAM TMO SRPT CDXS ADPT PHR GH NSTG SURF LGVW RPTX MASS ONEMReduce PACB"
"1",0.509928966335276,"Neutral","Add TDOC EXAS REGN CDNA RHHBY VRTX FATE NVS TAK UN IOVA INCY GOOGL IONS CSTL BLI BEAM BMY SDGR TMO SRPT TXG ADPT CDXS PHR GH NSTG SURF RPTX LGVW MASS ONEMReduce TWST PACB CRSP"
"1",0.508799841330924,"Neutral","When it comes to investing I am a BIG believer in diversification How you diversify will determine on risk profileHere aretypes of StocksDiv Growth HD V SBUXBlue Chip AAPL MSFT GOOGLGrowth TSLA PTON CRWDDiv Foundation KO JNJ PGCyclical LUV GM MAR"
"2",0.515865238512206,"Positive","Februarywill probably be one of the busiest days of the earnings season with earnings from IPHI DOX FBHS GOOGL"
"2",0.500721617451323,"Neutral","In my server I provide when I buy and when I sell options or commons charts requests educational information and moreCome check out the server Free DayTrial in my bioAAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM BYND BA BABA GME AMC BB"
"2",0.528718710502669,"Positive","UPDATE FROM DOWNDETECTOR MOST SERVICES SHOULD BE BACK TO NORMAL VERIZON IS STILL HAVING LOTS OF ISSUES IN THE NORTHEASTGOOGL VZ SPOT ZM AMZN FB TWTR"
"2",0.51903678952078,"Positive","taGManTSLA AAPL GOOGL MSFT AMZN NVDA GM Companies that will lead new EV autonomous world Microsoft will be a winner wbig data machine learning cloud partnerships across selfdrive clients Today’s earnings are just icing"
"2",0.506112011037908,"Neutral","Expedia EXPE is another large GOOGL client who had spent aroundBillion on ads inbut was expected to spend LESS thanBillion inThese are justI mention but you can see the trend"
"2",0.501938663460887,"Neutral","THE BUSIEST TRADING WEEK OFAAPL MSFT AMZN GOOGL FB TSLA NIO GME DIA SPY QQQ"
"1",0.573917007681234,"Negative","Get freeshares on Tradingusing the link below after depositing Or get free shares on Stake using this link after depositing TSLA NIO BNGO ALPP NNDM GOOGL AMZN AAPL GGP WSBN OMI ECR"
"1",0.511976531779798,"Negative","I have made more than K in few months You can be make a enough profitNOW EL NAKD JAGX CTRM CHEK SNDL ONTX BNGO ACST AAPL ZSAN MARA GHSI ALL AVGR ADXS ALRN NOVN AMD MU FCEL TSLA AAPL MSFT AMZN GOOG GOOGL FB TSLA BABA"
"1",0.557885483260157,"Negative","Just finished posted all charts toDiscord Heres the list AAPL ABNB AMD AMZN BA BABA BTC BYND CCL CHWY COST DASH DIS DKNG ESF FB GOOGL HD JETS LULU MSFT NFLX NQF NVDA PTON PYPL ROKU SHOP SNOW SQ TMO TSLA V WMT ZM"
"2",0.578170447856696,"Positive","When you create technology that changes the world you have to accept some responsibility msft Brad Smithfb amzn twtr googl"
"2",0.51159691063363,"Positive","Stocks to watch for JanAMZN ABNB GOOGL NFLX TSLA TDOC BA AI ZMgtgtremember all you need is one trade a dayltlt"
"1",0.51551946473388,"Negative","GOOGL niceday consolidationon watch for continuation"
"1",0.594648321514912,"Negative","see a number of stocks breaking down on dailybut just resting on weeklyno major issues yetas large cap names like AMZN GOOGL NFLX holding the fort for now"
"2",0.507054690811899,"Neutral","MSFT UPAHGME UPAHFCELgt NFLXgt GMEgt GMEgt If you carried my MSFT or GME positions overnight congratulationsFree trial in my bioAAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM"
"1",0.598178296014728,"Negative","JMIAgt JMIAgt BILLgt TQQQgt AVGOgt Every single play from Friday hits big to start off the week AAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM BYND BA BABA GS"
"2",0.501983349195025,"Neutral","BYNDgtAAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY GME AMD ZM BYND BA BABA WMT W"
"2",0.513423824203159,"Positive","MSFT NFLX FCEL amp GME were the plays todayAnother fantastic day to continue the hot streak AAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM BYND BA BABA DAL WMT HD GS COST MA PG"
"2",0.502072709113078,"Neutral","BYNDgt AAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM BYND BA BABA DAL WMT HD GS MA"
"1",0.503968662213333,"Neutral","BYND TSLA BBY BIGC amp MRNA were the plays todayAAPL MSFT AMZN FB NFLX NVDA TSLA GOOGL QQQ SPY DIA AMD ZM BYND BA BABA WMT"
"1",0.511386702861965,"Negative","What aboutgooglamznfbteslaMy babiesHater"
"1",0.502072220204252,"Neutral","Most winning trading chat For a limited time we are opening our trading chatroom to the public yang bma cyd BBQ CRK CLPR UNFI GGAL GS LIVE EXPI ELP ARCO EGRX ORA NVTA AMWL VGR CFB AAPL MSFT AMZN GOOG GOOGL BABA FB GME"
"1",0.519137812150511,"Negative","GOOGL Sentiment is somewhat positive todayNews mentions positivenegativeneutral Our Sentiment Scorescale ofto Stock alerts news and research tools at daytrading stocks"
"2",0.51269295889433,"Positive","Heres a tipSee what MSFT is doing and how the cloud business is doingWhat do you think GOOGL and AMZN are going to reportThis trend is only accelerating"
"2",0.526543376178709,"Positive","NASDAQNASDAQ JanTopStockMarket Buy Flow Stocks Animated MSFT GOOGL AMZN Microsoft Alphabet Google Amazon"
"2",0.539433828200379,"Positive","SampPSP JanTopStockMarket Buy Flow Stocks Animated LLY MSFT GOOGL Eli Lilly and Co Microsoft Alphabet Google SPX SPY"
"1",0.506251342515076,"Neutral","arkg janto janchange in shares heldaccd adpt beam bli bmy cdna cdxs cstl exas fate gh googl incy ions iova lgvw mass nstg"
"1",0.511203438622573,"Negative","arkg janto janchange in shares heldaccdiova lgvw"
"2",0.511359882232412,"Positive","Today Top Flow in SampPSP Buy Flow amp Sell Flow LLY MSFT TSLA JNJ GOOGL AXP ILMN BA FB PCAR GE LMT FCX AMZN LRCX AMD JPM CL BAC DPZ stock stocks StockMarket Investment investing"
"1",0.506518572966741,"Neutral","Options Flow Grid Update GOOGL OptionsTrading alphabet SharestoOptionsFlow Google YouTube stocks stock StockMarket investing Investment"
"2",0.511579063907127,"Positive","Today Top Flow in NASDAQ NASDAQ Buy Flow amp Sell Flow MSFT TSLA MRNA GOOGL BIDU ILMN FB PCAR FISV AAPL AMZN LRCX AMD WDAY MELI PDD EBAY ADSK DXCM EA stock stocks StockMarket Investment investing"
"2",0.532640304754636,"Positive","Today Top Flow in technology sector Buy Flow amp Sell Flow MSFT GOOGL FB FISV INTC AMAT MA MCHP V QCOM LRCX JNPR EBAY ADSK EA T FIS TXN HPQ TEL stock stocks StockMarket Investment investing"
"2",0.532640304754636,"Positive","Today Top Flow in technology sector Buy Flow amp Sell Flow MSFT GOOGL INTC FISV FB AMAT NVDA V MCHP MA LRCX JNPR EA EBAY ADSK T FIS HPQ TXN TEL stock stocks StockMarket Investment investing"
"2",0.511402243835284,"Positive","Tuesdays Top Flow in SampPSP Buy Flow amp Sell Flow LLY MSFT GOOGL AMZN TSLA SPG TYL DD AIG NEM AAPL AMD FB GE LMT BRKB TRV BAC JPM USB stock stocks StockMarket Investment investing"
"2",0.511621406352851,"Positive","Tuesdays Top Flow in NASDAQ NASDAQ Buy Flow amp Sell Flow MSFT GOOGL AMZN TSLA ISRG INTC ADI CMCSA PCAR INTU AAPL AMD FB NFLX SWKS ADSK AMAT ORLY QCOM TXN stock stocks StockMarket Investment investing"
"2",0.524531303604371,"Positive","Tuesdays Top Flow in StockMarket Buy Flow amp Sell Flow SPDW LLY BBEU MSFT PLUG IEF GOOGL EMB AMZN KRE LQD QUAL BBJP AAPL AMD FB FXI SPY BABA GE stock stocks Investment investing"
"2",0.511363589780123,"Positive","Mondays Top Flow in SampPSP Buy Flow amp Sell Flow V JNJ WLTW CHTR FB TMUS HES GM INTC PFE AAPL GS TSLA AMD GOOGL MSFT AMZN VIAC BKNG MAR stock stocks StockMarket Investment investing"
"2",0.511579063907127,"Positive","Today Top Flow in NASDAQ NASDAQ Buy Flow amp Sell Flow MSFT TSLA MRNA GOOGL BIDU ILMN AAPL PCAR FB FISV LRCX AMZN AMD WDAY PDD MELI ADSK EBAY DXCM EA stock stocks StockMarket Investment investing"
"2",0.536884062869298,"Positive","Mondays Top Flow in technology sector Buy Flow amp Sell Flow V FB INTC CTSH FISV MU INTU ADBE CSCO VZ AAPL GOOGL MSFT CRM GOOG FLIR MA IBM AMAT HPQ stock stocks StockMarket Investment investing"
"2",0.532680660965447,"Positive","Tuesdays Top Flow in technology sector Buy Flow amp Sell Flow MSFT GOOGL INTC ADI FFIV INTU V MU AKAM MA AAPL FB ADSK AMAT QCOM TXN EBAY TEL HPQ ACN stock stocks StockMarket Investment investing"
"1",0.510994713563405,"Negative","Options Flow Stream Update AAPL AMZN GOOGL AMD DD ABBV UNFI RUT SPX OptionsTrading OptionsFlow optionstrade optiontrading stock stocks StockMarket Investment investing invest investor investors UOA"
"1",0.535214708274929,"Negative","Everybody is always so focused on AAPL NFLX FB and GOOGL but in the background there goes MSFThe just keeps chugging away One of the most consistent stocks out there Even at the new high earnings still took it higher Bam"
"1",0.536508252937572,"Negative","Watchlist AAPLclose before number FBclose TSLAthis is a tricky oneGMEhard Wait for a little pull backAMZN and GOOGLrippy mode MSFTbacktest CWatch AMC FUBO for short squeeze plays"
"1",0.511432528364456,"Negative","WatchlistRecapAAPL"
"2",0.527304311596768,"Positive","YouTube sawboost in watchtime around the world in QGOOG GOOGL"
"1",0.519479417384794,"Negative","French President Macron warns Big Tech to obey EU rules Bloomberg saysGOOG GOOGL MSFT"
"2",0.540151587545385,"Positive","Google workers across the world form global union allianceGOOG GOOGL"
"1",0.511031754628669,"Negative","Google stops donations to Congress members againstelection results Reuters saysGOOG GOOGL"
"1",0.515338559872734,"Negative","YouTube blocks Giuliani from partner program fordays Bloomberg saysGOOG GOOGL"
"1",0.528133548430012,"Negative","User reports indicate Google gmail having issues says DownDetectorGOOG GOOGL"
"1",0.506837324295664,"Neutral","EU examining Googles data gathering adtech practices BI reportsGOOG GOOGL"
"1",0.532397465041442,"Negative","YouTube says it removed over half a million COVID misinformation videosGOOG GOOGL"
"1",0.519580918245954,"Negative","Elon Musk says Tesla has better AI hardware and software than WaymoTSLA GOOG GOOGL"
"1",0.614383060149288,"Negative","The ad market was SO strong that even PoS sites like LNKD marketing revenues accelerated toCan’t wait for FB SPOT GOOGL SNAP"
"2",0.511231573515631,"Positive","GOOGL stock has risensince the March lows but IMO it has more to go as people are eager to get out of their homes amp get back to some sense or normalcy with a little travelAirlines and Hotels will be eager to earn their business which will in turn boost spending dollars"
"1",0.509374914067979,"Neutral","Disclaimer This thread is to be used for informational purposes only I do own shares of GOOGL but this should not be considered a buy recommendation please perform your own due diligence"
"1",0.506473530852679,"Neutral","ETFs that track the SampPincludeVOOSPYIVVThese ETFs hold the same stocks as the SampP AAPLAMZNFBGOOGLMSFTTSLAHDVJNJABBVOAn SampPETF or Index Fund instantly diversifies your portfolio"
"2",0.584160972467397,"Positive","Some have debated this but GOOG GOOGL is a reopening playThe company took a hit in the first quarter of the year when ad spending came to a halt for many businessOne of the key industries that spend on Google ads is the Hospitality and Travel space"
"1",0.51448951178408,"Negative","This leads to a reopening bump as Advertising is the key that drives the ship for GOOGL YouTube and Google are the two most visited sites on the internet by a big marginThe stock saw a nice bump recently but any earnings weakness could present a buying opportunity"
"2",0.503241813501113,"Neutral","Booking Holding BKNG is one of GOOGL largest clients They own the sitesPriceline and KayakThe company spent aboutBillion on ads with Google and they were expected to cut that in half for"
"1",0.529496134483546,"Negative","CFRA has a STRONG BUY rating and aPrice Target on GOOGL"
"2",0.522614433276646,"Positive","Yup GOOGL prob tad crowded but IDFA hysteria and lack of length in FB into numbers makes me want to continue running it AMZN harder notwithstanding now raised bogey on AWS"
"1",0.524292528021894,"Negative","Futures rise led by techs as Netflix flashes buy signal on strong subscriber gains but DIS does nicely too AH Tuesdays stock market rally fueled several breakoutsQCOM SNPS ONEM MRVIand offered an aggressive GOOGL entry"
"1",0.511432528364456,"Negative","GOOGL"
"1",0.511111829176732,"Negative","Google Software Engineer Raksha Muthukumar on union creation at GOOGL"
"1",0.629864839620156,"Negative","Why does goog consistently trade attomore than googlgoogl has voting rights and goog doesnt I can understand most investors not wanting to pay a premium for voting rights But is getting thatemail from the broker reminding you to vote really that bad"
"1",0.540745586413285,"Negative","Poll says Most Americans want to break up Big TechCMCSA CHTR FOXA DIS DISCA T GOOGL AAPL AMZN FB NFLX SBGI VIAC MSFT"
"1",0.51538470964407,"Negative","GOOGLYouTube suspends Giuliani from partner program cutting access to ad revenue"
"1",0.506038730710084,"Neutral","Google is joining big techs efforts to assist the Biden administration with vaccinationsThe companys chief health officerjoined us first onto discuss the new initiativesGOOGL"
"1",0.507892756788084,"Neutral","HCMCWe have a few seats left before we take offDO NOT MISS THE OPPORTUNITYUS PATENTS in lastmonths owns both Adas grocery storeTSLA AMZN GOOGL MSFT IBM AAPL BABA LI NFLX ES SPY NVDA NIO UAVS HTZ LTMAQ KODK CEMI NVAX VXRT"
"2",0.508315040427257,"Neutral","HCMCFinally things are moving Enjoy the showTSLA AMZN GOOGL MSFT IBM AAPL LI NFLX ES SPY NVDANIO UAVS HTZ LTMAQ KODK CEMI NVAX VXRT SAVE LTMAQ DAL JBLU BA AAL LUV AZUL UAL VLRS GE UAVS"
"1",0.530659822694855,"Negative","spy spx etsy ndx qqq tsla pltr aapl amzn twtr fb msft nflx crm penn nvda googl shop f tdoc pcty gld iyt usd ma stkp baba spceI am hearing Jan th and th big earnings daysfb aapl tsla msft amzn report thenBullish Run Ups"
"2",0.502742408322498,"Neutral","AMZN AAPL FB TWTR GOOGL BABA NFLX BABA GS MSFT SHOP SHOP TSLA BA ROKU FUBO SKLZ SPY TLRY DIS NIO BIDU CCIV AMC NIO SPX GME BNGO"
"2",0.515847002476527,"Positive","AMZN AAPL FB TWTR GOOGL BABA NFLX BABA GS MSFT SHOP SHOP TSLA BA ROKU FUBO SKLZ SPY TLRY DIS NIO BIDU CCIV AMC NIO SPX GME BNGO AMC SPY JNJ"
"1",0.522194321425927,"Negative","Nasdaq Hits New Record High Ahead of Big Tech EarningsQQQ AAPL MSFT AMZN GOOGL FB"
"1",0.532302890661902,"Negative","TCEHY BTC MSFT SQ GOOGL That being said I need to match my actual portfolio weighting to my conviction"
"1",0.505288347555473,"Neutral","Lastly Facebooks daily active users werebillion on average and represented at leastabove all internet users Thus we will see an expansion of digital Ad across worldwide while FB and GOOGL might be winners I expect to see tomorrow Facebook beat reports earnings"
"2",0.611862781440771,"Positive","crazy day and we love volatility huge day in TDOC FUBO AAPL TSLA BLNK only loser so far is GOOGLloaded JMIA SPCE as well we even got to cash inon our UVXY hedge"
"1",0.583606328282674,"Negative","Wow just another unbelievable daythe run we are on it unreal Winners FUBO GME BBBY BLNK AAPL SPCE FB UVXY Neutral GOOGL NFLX TSLA Losers NIO NVDA JMIA"
"1",0.500985333283661,"Neutral","Picked up MOREAMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS SBUX WMT MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SQ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO NNOX IPOE PLUG"
"2",0.555778836684561,"Positive","SEE MY GAINS Imagine what can happen if FDA approvesShould worth a few hundredsAMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SQ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO"
"2",0.503366664405558,"Neutral","AMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS SBUX WMT MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SQ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO NNOX IPOE PLUG ABML BTCUSD ZM CCL"
"2",0.503322100233949,"Neutral","AMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS SBUX WMT MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SQ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO NNOX IPOE PLUG ABML BTCUSD"
"2",0.564069072499723,"Positive","GOOG GOOGL Weekly chart as of now I have a feeling well see a pullback since its run into earnings but doesnt mean Im correct"
"2",0.526922664916145,"Positive","Amazons Ad Business Will Dominate the sstocks AMZN AAPL GOOGL FB GOOGbusinessad dominate"
"1",0.501477338622885,"Neutral","Stocks to watch Janthru Janamzn wern aapl wgo goog googl sam ko coke posh snow zm abnb nflx gme spy qqq msft ibm jpm rjf amp NGD New Gold Inc stock tip NGD"
"1",0.510055332295013,"Negative","PLTRcriskyswingPT SL AAPLSQ AMC GME BBBY CLOV IBM CRDF BB BABA TSLA NFLX SHOP QQQ TWLO AMD AMZN BA GOOGL MSFT ZM SPY QQQ NIO options SNOW WKHS SPCE U NVDA CMG TDOC OptionsTrading F m y"
"2",0.508333866530206,"Neutral","Maddie “can ya take over my account and help”Me “let’s do it”SQ AMC GME BBBY CLOV IBM CRDF BB BABA TSLA NFLX SHOP QQQ TWLO AMD AMZN BA GOOGL MSFT ZM SPY QQQ NIO options SNOW WKHS SPCE U NVDA CMG TDOC OptionsTrading F"
"1",0.510192488748711,"Negative","SE setup is emerging hereSQ AAPL BABA TSLA NFLX SHOP QQQ TWLO AMD AMZN BA GOOGL MSFT ZM SPY QQQ NIO options SNOW WKHS SPCE U NVDA CMG TDOC OptionsTrading stocks"
"2",0.584964149521437,"Positive","Best trading day to date thank you FUBO NFLX GOOGL amp FSLY blessed and humbled to do this today hope all traders banked and had a great daystayed away from GME safer plays always better IMHOCheers Obie"
"1",0.536179821544465,"Negative","Long SNAP GOOGL"
"1",0.51101540481239,"Negative","googl fb increase w aftermkt gains sympathy with msft blowout ATH goog and softy"
"2",0.535397597468684,"Positive","I agree fb earnings will be serious gas for googl to continue running after msft cloud numbers"
"1",0.502473899415313,"Neutral","googltomorrow from Microsoft read through in cloudThenon Thursday from Facebook ad revenue read through"
"1",0.511156516899814,"Negative","GOOGL Should fly this week if AAPL and especially FB kill it tomorrow"
"1",0.50671751155265,"Neutral","GOOGL Piercing LineDaily appearances sinceClosedays later Avg SD Worst Best  days laterAvg SD Worst Best  days laterAvg SD Worst Best"
"1",0.507111168197357,"Neutral","Tomorrow GOOGL"
"1",0.556100347949449,"Negative","GME premium like AMZN GOOGLsick"
"2",0.506205975648139,"Neutral","GME AAPL AMZN GOOGL Wow huge squeeze going on AH"
"2",0.539834870134256,"Positive","MSFT AHJumping on a great ER beat—this is awesome to see NFLX and MSFT down few more to go AAPL FB GOOGL TSLA"
"1",0.532674994852182,"Negative","googl trying to bottom"
"1",0.511432528364456,"Negative","googl"
"1",0.511337163837067,"Negative","GOOGL after hrs running"
"1",0.506923755683395,"Neutral","googl dips getting bought by darkpool and algos"
"1",0.502457913770486,"Neutral","googl bounced off vwap all day ranging getting tighter possible micro breakout above"
"1",0.513982074406395,"Negative","Monster Beverage MNST stock vs Alphabet Inc GOOGL forgot you cant leave them in parenthesis in my deleted tweetInterestingly Monster Beverage slightly outperforms Google in thisday time period GOOGL beats MNST slightly overyears"
"2",0.515933126013466,"Positive","shipAHopen window Gap to fillst Target Hitnd spy aapl fb nflx amzn googl zm jpm gs gld nvax wkhs btc uup eth slv wmt bac baba aal dal nk ba ng solo ayro nkla nio spaq tsla spce spy chek pte cnet rscf zom nakd"
"1",0.558929942745986,"Negative","aezscompliance must get aboveby Jan thst Target spyaaplfb nflxamzngoogl zmjpm gs gldnvax wkhs btc uup ethslv wmt bac baba all dal nk ba ng solo ayro nkla nio spaq tsla spce trxc chek pte cnet rscf zom nakd"
"2",0.507277667404,"Neutral","ABNBclimit order in add up to spy aapl fb nflx amzn googl zm jpm gs gld nvax wkhs btc uup eth slv wmt bac baba aal dal nk ba ng solo ayro nkla nio spaq tsla spce spy chek pte cnet rscf zom nakd"
"1",0.554585075052301,"Negative","The FANGs are quietly back MSFT GOOGL AAPL already made new alltime highs FB has had a big bounce from its day MA And AMZN is also looking constructively for a potential breakout"
"1",0.502651985537221,"Neutral","New record GOOGL eod price today"
"2",0.524415532215138,"Positive","Join US fb aapl amzn nflx googl bidu roku amd ba baba For Transparency Daily Watchlist Swing amp Day Options Trade Alerts Link in the bio spy nvda tsla Subscribe amp join our Discord for the latest news alerts and Flow etca Week"
"2",0.503206051062445,"Neutral","Most active NASDAQ listed stocks so far todayDollar Volume Tesla TSLA Apple AAPL Amazon AMZN QQQ Microsoft MSFT Facebook FB AMD Bed Bath amp Beyond BBBY Alphabet GOOG GOOGLVolume Sundial SNDL CTRM NAKD Bionano BNGO IDEX ATOS VYNE GEVO GNUS NNDM AAL INTC"
"2",0.522991015952983,"Positive","Alphabet Google GOOG GOOGL confirmed today that Trumps Youtube suspension has been extended againIn addition Rudy Giuliani will not be allowed to monetizing his channel for at least the nextdays"
"1",0.511295063150363,"Negative","Conflicted AI management GOOG GOOGL"
"1",0.534550417786594,"Negative","FRANCE’S PRES MACRON WARNS GOOGLE AND MICROSOFT TO GET IN LINE WITH THE NEW EU RULES MSFT GOOGL"
"1",0.523033593615518,"Negative","ACCORDING TO DOWNDETECTOR ZOOM VERIZON GOOGLE YOUTUBE GMAIL ROBLOX GOOGLE MEET ARE HAVING ISSUES HIGHEST NUMBER OF OUTAGES REPORTED SEEING AMAZON WEB SERVICES HAVING ISSUES AS WELLZM VZ GOOGL AMZN"
"1",0.511432528364456,"Negative","BREAKINGGOOGL"
"2",0.515188437615197,"Positive","GOOGLE SAYS AWARE OF REPORTS REGARDING ISSUES AFFECTING ACCESS TO SOME GOOGLE PRODUCTS BUT HAVE NOT FOUND ISSUES WITH SERVICES GOOGL"
"1",0.524166546320911,"Negative","HPMM TICKER SYMBOL BIG BIG WINNER GET RICH LETS GO spy aapl fb nflx amzn googl zm jpm gs gld nvax wkhs btc uup eth slv wmt bac baba aal dal nk ba ng solo ayro nkla nio spaq tsla spce spy chek pte cnet rscf zom nakd"
"1",0.549550515743784,"Negative","HPMM TICKER SYMBOL BIG BIG WINNER GET RICH LETS GO GME TSLA AAPL AMZN MSFT BYND PLUG FB AMD BB NIO BABA WKHS NFLX MRNA GE GOOGL FCEL SPCE JNJ PLTR BA BLNK BBBY GOOG TSM NOK NVDA VZ SQ ETSY ZM V PYPL TWTR AMD INTC BIDU ROKU DKNG JPM"
"1",0.549501820070391,"Negative","HPMM BIG BIG WINNER GET RICH LETS GO MJNA MSFT IBM AMD WST COO ADSK INTU PYPL EA TSLA AMZN NFLX BA BKNG INTC JPM JNRR ELCR HPMM abbv ba crm cmg ge gm nflx wfc bac pep ko wmt tgt kr btc tst mcd snapgoogl uber orcl ETFM"
"1",0.536764573230215,"Negative","HPMM TICKER SYMBOL BIG BIG WINNER GET RICH LETS GOAMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SQ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO"
"1",0.536764573230215,"Negative","HPMM TICKER SYMBOL BIG BIG WINNER GET RICH LETS GOAMZN BAC AAPL FB TWTR GOOGL BABA NFLX BABA ROKU GS MSFT SHOP UAL SHOP TSLA BA ROKU FUBO SKLZ SPY TLRY DIS NIO BIDU TTD CCIV AMC NIO SPX GME BNGO"
"1",0.586597749064309,"Negative","Every time retail buys at ATH a bear gets its wings spx spy nq qqq nqf esf dia djia comp uvxy vix iwm googl goog aapl msft intc nflx"
"1",0.518646472311802,"Negative","Where do your stock ideas come from Try WhatStocks Free on iOS link in bioFCEL LI QQQ NIO WOOF SAVA SPCE FVRR GOOGL AAPL TSLA SPCE BABA AMZN PLUG PTON NKE V MRNA ZNGA MA PYPL SQ RCL NTDOY DKNG TESLA LTHM XPEV BLNK CCL AAL QCOM NOW ENG JNJ"
"2",0.521671927961704,"Positive","Do you want to get a free stock share worth up to Create a Trading  Invest account using this linkand we both get a free share CBBT TSLA UBER PTON NIO NFLX APPL BYND FB GOOGL TWTR BABA WORK NVDA SNAP GST BOR JOG PHM NTGY"
"1",0.514826336004731,"Negative","VIX forof largest stocks in SampPCBOE has VIX indices for AAPL AMZN amp GOOGL orange line MARKETS STOCKS OptionsTrading"
"1",0.50987659047646,"Neutral","Most active TuesdayGME TSLA AAPL AMZN MSFT BYND PLUG FB AMD BB NIO BABA WKHS NFLX MRNA GE GOOGL FCEL SPCE JNJ BLNK BBBY BA GOOG TSM VZ NOK NVDA SQ ZM ETSY V AMC PYPL TWTR ROKU INTC DD BIDU NKLA JPM DKNG T LLY"
"1",0.518255855814947,"Negative","Price x volume leaders TuesdayGME TSLA AAPL AMZN MSFT BYND PLUG FB AMD BB NIO BABA WKHS NFLX MRNA GE GOOGL FCEL SPCE JNJ PLTR BA BLNK BBBY GOOG TSM NOK NVDA VZ SQ ETSY ZM V PYPL TWTR AMD INTC BIDU ROKU DKNG JPM"
"1",0.528004320931762,"Negative","GOOG GOOG GOOGLEU antitrust chief taking keen interest in Google ad system"
